#cm^-1	220119 CaF2 5pc av
1441	0.0001278793509603323
1442	0.0001238723677185287
1443	0.0001261770163788849
1444	0.0001293527948291739
1445	0.0001256840860150986
1446	0.0001092756022747684
1447	0.000122353895373332
1448	0.0001266900144401007
1449	0.0001271651944989572
1450	0.0001245032920754359
1451	0.0001307466967167178
1452	0.0001467135504450804
1453	0.0001449842311558313
1454	0.0001185647003391448
1455	0.0001081428351123275
1456	0.000114334582273538
1457	0.000122131647610028
1458	0.000124543617857853
1459	0.0001337186185992323
1460	0.0001463616475424109
1461	0.000146891402134012
1462	0.0001262550116128598
1463	0.0001179087297108101
1464	0.0001284825363351653
1465	0.0001286278093175498
1466	0.0001281399636354764
1467	0.0001381035041655802
1468	0.0001459090114318921
1469	0.0001297970884479583
1470	0.0001149205727415392
1471	0.0001030726768173433
1472	0.0001172229834385993
1473	0.0001123839865613264
1474	0.0001001639939204325
1475	0.0001025879573717248
1476	0.0001057100562320556
1477	0.0001119717593004073
1478	0.0001160611039570843
1479	0.0001081989951975023
1480	0.0001098176326195245
1481	0.0001100413525515857
1482	0.0001130103040244043
1483	0.0001178248979461692
1484	0.000114693333671312
1485	0.0001080315863267363
1486	0.0001168377463424501
1487	0.0001041221269891442
1488	9.881512899786082e-5
1489	0.0001031484195361069
1490	0.0001111964926773606
1491	0.0001136679335710747
1492	0.000128873224336227
1493	0.0001117236612723598
1494	0.0001045792311439679
1495	0.0001196682521064455
1496	0.0001187935771061652
1497	0.0001103699305531336
1498	0.0001237254497633935
1499	0.000126166939783919
1500	0.000127739078986148
1501	0.0001419443809330308
1502	0.0001589082858117763
1503	0.0001558189384619862
1504	0.0001270286508467206
1505	0.0001021662149772359
1506	0.0001131040286660815
1507	0.0001095899218247117
1508	0.0001195442261329542
1509	0.0001143608539374935
1510	0.00010970136221052
1511	0.0001095598515045519
1512	0.0001115967327981101
1513	0.0001099207674997163
1514	0.0001040598799590953
1515	9.810639251857844e-5
1516	0.0001037220148039827
1517	0.0001052849044450946
1518	9.674567688004261e-5
1519	9.827451322053088e-5
1520	9.498170099201776e-5
1521	0.0001047325998418577
1522	0.0001030270292782613
1523	9.612613757781217e-5
1524	0.000105451860993829
1525	0.0001012668520464407
1526	0.0001092372088654278
1527	0.0001072895186856235
1528	0.0001104354081083632
1529	0.0001096228837316934
1530	0.0001058796157546264
1531	9.749133096192965e-5
1532	0.0001085249302074468
1533	0.0001081058690033388
1534	0.0001161750684938549
1535	0.0001105322729320807
1536	9.287417924497286e-5
1537	9.406409238484535e-5
1538	0.0001111226465582149
1539	0.0001000759984890464
1540	0.0001062174845477178
1541	0.0001159385665232548
1542	0.0001125560963070408
1543	0.0001057965703997372
1544	0.0001200174895833092
1545	0.0001184888878924538
1546	0.0001281600895405669
1547	0.0001161354733388484
1548	0.0001138021616498008
1549	0.0001228423783080266
1550	0.0001389302906318334
1551	0.0001260164923830115
1552	0.0001079891868963993
1553	0.0001335609977104469
1554	0.0001601843468961307
1555	0.0001194158685393631
1556	0.0001137667823059019
1557	9.82053473611208e-5
1558	0.0001035245980650265
1559	0.0001044576747517568
1560	0.0001089035249606242
1561	0.0001147745842899895
1562	9.87891386709331e-5
1563	0.0001067042291348723
1564	0.0001067357455516078
1565	0.0001148556499780776
1566	9.966764082491858e-5
1567	9.053322113080264e-5
1568	0.0001018375405692496
1569	0.0001008646007297406
1570	9.942552060238097e-5
1571	0.0001044301394964956
1572	0.0001163027385094514
1573	9.136944693940068e-5
1574	9.065093217941467e-5
1575	9.645968809005961e-5
1576	9.783767624564167e-5
1577	9.89053472342978e-5
1578	9.780625562901464e-5
1579	9.548954161194462e-5
1580	9.979724078827229e-5
1581	9.90474200079916e-5
1582	9.874180674766338e-5
1583	9.907696706553289e-5
1584	9.832319483393809e-5
1585	9.951626513308537e-5
1586	9.838118239713362e-5
1587	9.570326740989311e-5
1588	0.0001036593821481803
1589	9.745054436886374e-5
1590	9.815424709813676e-5
1591	9.828534287710984e-5
1592	9.741150461195502e-5
1593	0.0001032771215250252
1594	0.0001016821467298239
1595	0.0001073773449509948
1596	0.0001017513216841811
1597	0.0001034599354170495
1598	0.000106663608676172
1599	0.0001054814050197213
1600	0.0001006262876520243
1601	0.0001088760588269603
1602	0.0001020559563282101
1603	0.0001100052844170325
1604	0.0001101449846222142
1605	0.0001084622642035052
1606	0.0001023572597963115
1607	0.0001047737951012095
1608	0.0001088786866603187
1609	0.0001033554835885298
1610	0.00010324319373467
1611	0.0001056168208985278
1612	0.0001108527109560479
1613	0.0001197074913458589
1614	9.140945803665084e-5
1615	9.858896737569013e-5
1616	9.907697797946955e-5
1617	0.0001056318063395641
1618	0.0001018730193512359
1619	0.000101283916592365
1620	0.0001040609458868857
1621	9.323048410199893e-5
1622	9.587277539443078e-5
1623	9.766796695961e-5
1624	0.000110058856686616
1625	0.0001032759161413804
1626	9.74295386792315e-5
1627	9.798994021063352e-5
1628	9.552536660824747e-5
1629	9.600872848144111e-5
1630	9.953547426751658e-5
1631	9.953234014877428e-5
1632	0.000106447901392433
1633	8.205587861690826e-5
1634	8.805189524233964e-5
1635	9.060131924343299e-5
1636	8.503884873789504e-5
1637	9.202092405757872e-5
1638	8.807977549925756e-5
1639	9.076991288263041e-5
1640	9.353652603749658e-5
1641	9.497363559300227e-5
1642	0.0001054778404068201
1643	9.817135105549825e-5
1644	9.375818202291458e-5
1645	8.95840275916271e-5
1646	8.901665144852211e-5
1647	9.876131662167613e-5
1648	0.0001107668085751355
1649	0.0001122095406268879
1650	9.00896199406513e-5
1651	8.809863356873397e-5
1652	9.441526405377464e-5
1653	0.0001049108232109574
1654	0.0001064814362810769
1655	0.0001081837975410357
1656	0.0001108168235077756
1657	0.0001116131000647632
1658	0.0001110895670232518
1659	0.0001084495658384791
